Año,idmunici,ccdd,ccpp,ccdi,Ubigeo,Departamento,Provincia,Distrito,Tipomuni,VFI,P04_1,P04_2,P04_3,P04_4,P04_5,P04_6,P05_CC,P05_1,P05_2,P05_3,P06_CC,P06,P07,P08,P09,P10_1,P10_2,P10_3,P10_4,P10_5,P10_6,VFI_P11A,P11A_1,P11A_1_1,P11A_1_2,P11A_2,P11A_2_1,P11A_2_2,P11A_3,P11A_3_1,P11A_3_2,P11A_4,P11A_4_1,P11A_4_2,P11A_5,P11A_5_1,P11A_5_2,P11A_6,P11A_6_1,P11A_6_2,P11A_7,P11A_7_1,P11A_7_2,P11A_8,P11A_8_1,P11A_8_2,P11A_9,P11A_9_1,P11A_9_2,P11A_10,P11A_10_1,P11A_10_2,P11A_10_O,VFI_P11B,P11B_11,P11B_11_1,P11B_11_2,P11B_12,P11B_12_1,P11B_12_2,P11B_13,P11B_13_1,P11B_13_2,P11B_14,P11B_14_1,P11B_14_2,P11B_15,P11B_15_1,P11B_15_2,P11B_16,P11B_16_1,P11B_16_2,P11B_17,P11B_17_1,P11B_17_2,P11B_18,P11B_18_1,P11B_18_2,P11B_18_O,VFI_P12,P12_1,P12A_1,P12_2,P12A_2,VFI_P13,P13_1,P13A_1,P13_2,P13A_2,P13_3,P13A_3,P13_4,P13A_4,P13_5,P13A_5,P13_6,P13A_6,P13_7,P13A_7,P13_10,P13A_10,P13_8,P13A_8,P13_9,P13A_9,P13A_9_O,P13A_T,VFI_P14,P14,P14A_1,P14A_2,VFI_P15,P15_1,P15A_1,P15_2,P15A_2,P15_3,P15A_3,P15_4,P15A_4,P15_5,P15A_5,P15_6,P15A_6,P15A_6_O,VFI_P16,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P16_8,P16_9,P16_9_O,VFI_P17,P17_1,P17_2,P17_3,P17_4,P17_5,P17_6,P17_7,P17_8,P17_9,P17_10,P17_11,P17_12,P17_13,P17_13_O,P17_14,VFI_P18,P18,P18_Portal
2025,10121,1,1,21,10121,AMAZONAS,CHACHAPOYAS,SONCHE,2,1,2,SIMON BOLIVAR,S/N, , , ,51, ,927225906, ,1,956834951,WWW.FACEBOOK.COM/SHARE/14PHKKXNIS/?MIBEXTID=WWXIFR,MUNICIPALIDADDISTRITALSONCHE@GMAIL.COM, ,SEGUNDO MIGUEL,GARCIA,ALVARADO,2.0,948605878,SGARCIAALVARADO184@GMAIL.COM,1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,1.0,1,1,COMBI (HASTA 15 ASIENTOS),1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,1.0,1,1.0,2.0, ,2.0, ,2.0, ,2.0, ,1.0,1,1.0,2,2.0, ,2.0, ,2.0, ,2.0, , ,3.0,1.0,2.0, , ,1.0,1.0,1,2.0, ,2.0, ,1.0,3,1.0,1,2.0, , ,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,0.0,1.0,4.0, 
2025,10201,1,2,1,10201,AMAZONAS,BAGUA,BAGUA,1,1,1,HEROES DEL CENEPA,1060, , , ,41, ,979263302, ,41,928653213,WWW.FACEBOOK.COM/MUNIBAGUAOFICIAL,SECRETARIAGENERAL@MUNIBAGUA.GOB.PE,WWW.GOB.PE/MUNIBAGUA,JABIER,JULON,PEREZ,2.0, , ,1.0,1.0,5,1,1.0,10,12,2.0, , ,1.0,2,1,1.0,2,1,1.0,1,0,1.0,1,0,2.0, , ,2.0, , ,1.0,6,3,MOTOFURGONETA Y/O MOTOCARGA,1.0,1.0,1,0,1.0,1,0,1.0,2,0,1.0,1,0,1.0,1,0,2.0, , ,1.0,1,0,1.0,1,0,MINICARGADOR FRONTAL,1.0,2.0, ,1.0,2,1.0,2.0, ,2.0, ,2.0, ,2.0, ,1.0,16,1.0,62,1.0,37,2.0, ,2.0, ,1.0,4,INTEL XEON,119.0,1.0,1.0,119,5,1.0,1.0,5,1.0,2,2.0, ,1.0,25,1.0,3,2.0, , ,1.0,0.0,0.0,3.0,4.0,5.0,0.0,7.0,8.0,0.0, ,1.0,0.0,2.0,3.0,4.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,12.0,0.0, ,0.0,1.0,2.0,WWW.TRANSPARENCIA.GOB.PE/ENLACES/PTE_TRANSPARENCIA_ENLACES.ASPX?ID_ENTIDAD=10104
2025,10202,1,2,2,10202,AMAZONAS,BAGUA,ARAMANGO,2,1,1,28 DE JULIO,309, , , ,43, , , , ,988713142,WWW.FACEBOOK.COM/SHARE/1D5CHNDVUQ/,MUNIARAMANGO2023@GMAIL.COM, ,WILIN,ROQUE,QUISPE,2.0,966652446, ,1.0,1.0,1,1,1.0,3,0,2.0, , ,1.0,2,0,1.0,1,0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, , ,2.0, , ,1.0,1,0,1.0,1,0,2.0, , ,2.0, , ,1.0,1,0,2.0, , , ,1.0,2.0, ,2.0, ,1.0,2.0, ,2.0, ,2.0, ,2.0, ,1.0,10,1.0,12,1.0,4,2.0, ,2.0, ,2.0, , ,26.0,1.0,1.0,26,4,1.0,1.0,1,2.0, ,2.0, ,1.0,15,1.0,2,2.0, , ,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,14.0,1.0,3.0, 
2025,10203,1,2,3,10203,AMAZONAS,BAGUA,COPALLIN,2,1,2,GARCILAZO DE LA VEGA,321, , , ,41, ,916141910,990413640,41, ,WWW.FACEBOOK.COM/PROFILE.PHP?ID=61567558619512,MUNICOPALLIN2023@GMAIL.COM,WWW.GOB.PE/MUNICOPALLIN,SEGUNDO PASTOR,FLORES,ROJAS,2.0,973524359, ,1.0,2.0, , ,1.0,2,1,2.0, , ,1.0,2,0,2.0, , ,2.0, , ,1.0,1,0,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, , ,2.0, , ,2.0, , ,1.0,1,0,1.0,0,1,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,1.0,1,1.0,2.0, ,2.0, ,1.0,2,1.0,1,1.0,1,1.0,4,1.0,1,2.0, ,2.0, ,2.0, , ,9.0,1.0,1.0,9,1,1.0,1.0,1,2.0, ,1.0,3,2.0, ,1.0,1,2.0, , ,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0, ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,14.0,1.0,2.0,WWW.TRANSPARENCIA.GOB.PE/ENLACES/PTE_TRANSPARENCIA_ENLACES.ASPX?ID_ENTIDAD=10106
2025,10204,1,2,4,10204,AMAZONAS,BAGUA,EL PARCO,2,1,2,AMAZONAS,221,15,6, ,41,6363541,956608066,970369305,41,634631,WWW.FACEBOOK.COM/SHARE/1DSRVKOIW6/,DISTRITALELPARCOMUNICIPALIDAD@GMAIL.COM, ,ELAR IVAN,DE LA CRUZ,VALLE,2.0,985911869,ELARIVANDELACRUZ@GMAIL.COM,1.0,1.0,1,1,2.0, , ,2.0, , ,1.0,0,1,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, , ,2.0, , ,2.0, , ,1.0,0,1,2.0, , ,1.0,0,1,2.0, , ,2.0, , , ,1.0,1.0,1,1.0,1,1.0,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,1.0,9,2.0, ,2.0, ,2.0, ,2.0, , ,9.0,1.0,1.0,9,5,1.0,2.0, ,2.0, ,1.0,8,2.0, ,2.0, ,2.0, , ,1.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0, ,1.0,0.0,2.0,3.0,4.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,12.0,0.0, ,0.0,1.0,4.0, 
2025,10205,1,2,5,10205,AMAZONAS,BAGUA,IMAZA,2,1,1,AWAJUN,751, , , ,41, , , ,41,978036952,WWW.FACEBOOK.COM/MUNIIMAZA,ALCALDIA@MUNIIMAZA.GOB.PE,WWW.MUNIIMAZA.GOB.PE,EDUARDO,CUNGUMAS,KUJANCHAM,2.0, ,ALCALDE@MUNIIMAZA.GOB.PE,1.0,1.0,1,2,1.0,12,5,2.0, , ,1.0,1,0,1.0,2,0,2.0, , ,2.0, , ,1.0,0,1,2.0, , ,1.0,0,5,MOTOFURGONETA Y/O MOTOCARGA,1.0,1.0,1,0,2.0, , ,1.0,1,0,1.0,0,1,1.0,0,1,2.0, , ,1.0,1,0,1.0,0,1,TROMPO MEZCLADOR DE CONCRETO,1.0,2.0, ,2.0, ,1.0,2.0, ,2.0, ,2.0, ,2.0, ,1.0,15,1.0,65,1.0,12,2.0, ,2.0, ,2.0, , ,92.0,1.0,1.0,92,3,1.0,2.0, ,1.0,4,1.0,25,1.0,50,1.0,4,2.0, , ,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,8.0,0.0, ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,SISTEMA DE CONTROL DE DOCUMENTOS DE GERENCIA,0.0,1.0,1.0,WWW.TRANSPARENCIA.GOB.PE/ENLACES/PTE_TRANSPARENCIA_ENLACES.ASPX?ID_ENTIDAD=10108#.ZBRVJNDMKUK
2025,10206,1,2,6,10206,AMAZONAS,BAGUA,LA PECA,2,1,1,INDEPENDENCIA,619, , , ,74, , , ,74,943074183, ,MUNILAPECA.2023@GMAIL.COM,WWW.MUNICIPALIDADDISTRITALDELAPECA.COM,DAVID,CESPEDES,CORREA,2.0,912723330,CESPEDES171@GMAIL.COM,1.0,1.0,1,1,1.0,1,0,2.0, , ,1.0,2,1,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, , ,1.0,1,0,2.0, , ,1.0,1,0,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,2.0, ,1.0,1.0,2,2.0, ,2.0, ,2.0, ,1.0,2,1.0,11,1.0,4,2.0, ,1.0,2,2.0, , ,21.0,1.0,1.0,20,1,1.0,1.0,1,2.0, ,2.0, ,1.0,12,1.0,1,2.0, , ,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,0.0,1.0,1.0,WWW.TRANSPARENCIA.GOB.PE/ENLACES/PTE_TRANSPARENCIA_ENLACES.ASPX?ID_ENTIDAD=11798
2025,10301,1,3,1,10301,AMAZONAS,BONGARA,JUMBILLA,1,1,2,GARCILASO DE LA VEGA,355, , , ,51, ,919040642, ,51,941905048,WWW.FACEBOOK.COM/GOBIERNOBONGARA?MIBEXTID=ZBWKWL,GOBIERNOBONGARA@GMAIL.COM, ,CARLOS ENRIQUE,VENTURA,ARISTA,2.0,941905048,CVENTURAARISTA@GMAIL.COM,1.0,1.0,1,0,1.0,2,0,2.0, , ,1.0,1,0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,1.0,1,0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,1.0,1,0,2.0, , , ,1.0,2.0, ,1.0,1,1.0,2.0, ,1.0,1,2.0, ,2.0, ,1.0,4,1.0,19,1.0,3,2.0, ,2.0, ,2.0, , ,27.0,1.0,1.0,24,1,1.0,2.0, ,2.0, ,2.0, ,1.0,15,1.0,1,2.0, , ,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,14.0,1.0,2.0,WWW.TRANSPARENCIA.GOB.PE/ENLACES/PTE_TRANSPARENCIA_ENLACES.ASPX?ID_ENTIDAD=10111&ID_TEMA=5&VER=
2025,10302,1,3,2,10302,AMAZONAS,BONGARA,CHISQUILLA,2,1,6,PLAZA DE ARMAS,S/N, , , ,41, ,913049644, , ,932089435,WWW.FACEBOOK.COM/MUNICHISQUILLA,MUNICHISQUILLA2326@GMAIL.COM, ,OLIVEIROS,LOPEZ,PADILLA,2.0,913049644,MUNICHISQUILLA2326@GMAIL.COM,1.0,1.0,1,0,2.0, , ,2.0, , ,1.0,1,0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,1.0,1,0,COMBI (HASTA 15 ASIENTOS),1.0,2.0, , ,1.0,1,0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,1.0,1,1.0,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,1.0,3,1.0,1,2.0, ,2.0, ,2.0, , ,4.0,1.0,1.0,4,1,1.0,2.0, ,2.0, ,1.0,1,1.0,1,2.0, ,2.0, , ,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,14.0,1.0,4.0, 
2025,10303,1,3,3,10303,AMAZONAS,BONGARA,CHURUJA,2,1,5,PRINCIPAL PEDRO RUIZ - CHACHAPOYAS,S/N, , ,10.5,51, ,921043799, , , ,WWW.FACEBOOK.COM/SHARE/168JGMFQNX/?MIBEXTID=WWXIFR,MESADEPARTES.CHURUJA.BONGARA@GMAIL.COM,WWW.GOB.PE/MUNICHURUJA,MIRTHA PURIFICA,ZABARBURU,VARGAS,1.0,921043799,MIZAVAR28@GMAIL.COM,1.0,1.0,1,0,1.0,2,0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,1.0,3,1.0,2.0, ,2.0, ,2.0, ,2.0, ,1.0,1,1.0,2,2.0, ,2.0, ,2.0, ,2.0, , ,3.0,1.0,1.0,3,5,1.0,2.0, ,2.0, ,1.0,2,1.0,1,1.0,1,2.0, , ,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0, ,0.0,1.0,4.0, 
2025,10304,1,3,4,10304,AMAZONAS,BONGARA,COROSHA,2,1,2,SAN LUCAS,S/N, , , ,1, , , ,1, , ,MUNIDISTRITODECOROSHA@GMAIL.COM, ,ERNESTO,GOÃAS,VELA,2.0, , ,1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,2.0, ,1.0,1.0,1,2.0, ,2.0, ,2.0, ,2.0, ,1.0,1,1.0,1,2.0, ,2.0, ,2.0, , ,3.0,1.0,2.0, , ,1.0,1.0,1,2.0, ,1.0,1,1.0,2,1.0,1,2.0, , ,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0, ,0.0,1.0,4.0, 
2025,10305,1,3,5,10305,AMAZONAS,BONGARA,CUISPES,2,1,2,UNION,266,5,31, ,41, , , ,41,981790153, ,MUNIDISTRITALCUISPES@GMAIL.COM, ,MICHAEL ALEXIS,CANLLA,MASLUCAN,2.0,948912954,ING.CANLLA83@GMAIL.COM,1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,2.0, ,1.0,1.0,4,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, , ,4.0,1.0,1.0,4,4,1.0,2.0, ,2.0, ,2.0, ,1.0,4,2.0, ,2.0, , ,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,14.0,1.0,4.0, 
2025,10306,1,3,6,10306,AMAZONAS,BONGARA,FLORIDA,2,1,2,FLORIDA,501,41,8, ,51, , , ,51,952971371, ,MUNIDISTRITALFLORIDA@GMAIL.COM,WWW.MUNICIPALIDADDISTRITALDEFLORIDA.GOB.PE,RIDER MARCIAL,VILLEGAS,IRIGOIN,2.0,948244164,VILLEGAS.RIDER@YAHOO.COM,1.0,1.0,1,0,2.0, , ,2.0, , ,1.0,2,0,2.0, , ,2.0, , ,1.0,1,0,1.0,1,0,2.0, , ,1.0,1,0,MOTOFURGONETA Y/O MOTOCARGA,1.0,1.0,1,0,1.0,1,0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,2.0, ,1.0,1.0,4,1.0,2,2.0, ,1.0,1,1.0,4,1.0,4,1.0,7,1.0,1,2.0, ,2.0, , ,23.0,1.0,1.0,23,5,1.0,2.0, ,2.0, ,1.0,3,1.0,7,1.0,1,1.0,1,PLOTTER,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,0.0,1.0,2.0,WWW.TRANSPARENCIA.GOB.PE
2025,10307,1,3,7,10307,AMAZONAS,BONGARA,JAZAN,2,1,1,MARGINAL,172,25,2, ,51, , , , , ,WWW.FACEBOOK.COM/MUNICIPALIDADJAZAN,ALCALDIA.MUNIJAZAN@GMAIL.COM,WWW.GOB.PE/MUNIJAZAN,GEINER,ESPINOZA,MEZA,2.0,956028865,ALCALDIA.MUNIJAZAN@GMAIL.COM,1.0,1.0,2,0,1.0,3,2,2.0, , ,1.0,0,2,1.0,1,0,2.0, , ,2.0, , ,1.0,1,1,2.0, , ,1.0,2,1,MOTOFURGONETA Y/O MOTOCARGA,1.0,2.0, , ,1.0,0,1,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,2.0, ,1.0,2.0, ,2.0, ,2.0, ,2.0, ,1.0,1,1.0,10,1.0,12,2.0, ,2.0, ,2.0, , ,23.0,1.0,1.0,19,5,1.0,1.0,1,1.0,2,1.0,6,1.0,8,1.0,1,1.0,7,LECTOR BIOMÃTRICO,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0, ,0.0,1.0,1.0,WWW.TRANSPARENCIA.GOB.PE/ENLACES/PTE_TRANSPARENCIA_ENLACES.ASPX?ID_ENTIDAD=10120
2025,10308,1,3,8,10308,AMAZONAS,BONGARA,RECTA,2,1,2,SAN MARTIN,S/N, , , ,51, , , ,51,998767549, ,MUNIRECTA@GMAIL.COM,WWW.MUNIRECTA.GOB.PE,SERAFIN,MAS,LOPEZ,2.0,998767549,SERAFINMASLOPEZ@GMAIL.COM,1.0,1.0,3,3,1.0,1,0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,1.0,1,0,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,2.0, ,1.0,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,1.0,2,INTEL ATOM,2.0,1.0,2.0, , ,1.0,2.0, ,2.0, ,2.0, ,1.0,2,1.0,1,2.0, , ,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0, ,0.0,1.0,3.0, 
2025,10309,1,3,9,10309,AMAZONAS,BONGARA,SAN CARLOS,2,1,3,SANTA CATALINA,S/N, , , ,41, , , , , ,WWW.FACEBOOK.COM/PROFILE.PHP?ID=100089315952640&LOCALE=ES_LA,MUNICIPALIDADSANCARLOSBA@GMAIL.COM,WWW.MUNICIPALIDADSANCARLOSBA.COM,RODOMIRO,GOMEZ,CHUQUIZUTA,2.0,951481955,ROGOCHUZ@GMAIL.COM,1.0,1.0,1,2,1.0,1,0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,1.0,1,0,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,2.0, ,1.0,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,1.0,3,2.0, ,2.0, ,2.0, , ,3.0,1.0,1.0,3,4,1.0,2.0, ,2.0, ,1.0,2,2.0, ,2.0, ,2.0, , ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,14.0,1.0,3.0, 
2025,10310,1,3,10,10310,AMAZONAS,BONGARA,SHIPASBAMBA,2,1,2,PROGRESO,382,43,1, ,41, , , ,41,959589867,WWW.FACEBOOK.COM/SHARE/192YCNZKNE/,SHIPASBAMBA2023@GMAIL.COM, ,ANTENOR,MORI,GUIVIN,2.0,933647846,MORIGUIVINANTENOR@GMAIL.COM,1.0,2.0, , ,2.0, , ,2.0, , ,1.0,1,0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,1.0,1,0,MOTOFURGONETA Y/O MOTOCARGA,1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,2.0, ,1.0,1.0,4,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, , ,4.0,1.0,1.0,4,1,1.0,2.0, ,2.0, ,2.0, ,1.0,1,1.0,1,2.0, , ,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,0.0,1.0,4.0, 
2025,10311,1,3,11,10311,AMAZONAS,BONGARA,VALERA,2,1,2,VALERA,S/N, , , ,41, , , ,51,917627037,WWW.FACEBOOK.COM/PROFILE.PHP?ID=100091849187867&MIBEXTID=9R9PXO,MUNICIPALIDADVALERA@GMAIL.COM,WWW.GOB.PE/MUNIVALERA,JORGE,COMECA,RAMOS,2.0,926560857,JORGECOMECA_27@HOTMAIL.COM,1.0,1.0,2,1,1.0,0,1,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,2.0, ,1.0,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,1.0,4,1.0,3,2.0, ,2.0, ,2.0, , ,7.0,1.0,1.0,1,1,1.0,1.0,2,2.0, ,1.0,1,1.0,1,2.0, ,2.0, , ,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0, ,0.0,1.0,1.0,WWW.TRANSPARENCIA.GOB.PE/ENLACES/PTE_TRANSPARENCIA_ENLACES.ASPX?ID_ENTIDAD=10126
2025,10312,1,3,12,10312,AMAZONAS,BONGARA,YAMBRASBAMBA,2,1,2,ANGELINO CULQUITON,S/N, , , ,41,743020,948390346, , ,932011788, ,MUNIDISTRITALYAMBRASBAMABA@GMAIL.COM,WWW.MUNIDISTRITALDEYAMBRASBAMBA.COM,ILDEBRANDO,DELGADO,BARBOZA,2.0,932011788,MUNIDISTRITALYAMBRASBAMBA@GMAIL.COM,1.0,1.0,1,1,1.0,4,5,2.0, , ,1.0,1,1,2.0, , ,2.0, , ,2.0, , ,1.0,1,0,2.0, , ,1.0,0,2,COMBI (HASTA 15 ASIENTOS),1.0,1.0,1,0,1.0,0,1,1.0,1,0,2.0, , ,1.0,1,0,2.0, , ,1.0,1,0,2.0, , , ,1.0,1.0,1,1.0,1,1.0,2.0, ,1.0,3,2.0, ,2.0, ,2.0, ,1.0,10,1.0,6,2.0, ,2.0, ,2.0, , ,19.0,1.0,1.0,16,5,1.0,1.0,1,2.0, ,1.0,8,1.0,8,1.0,2,2.0, , ,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,2.0,3.0,4.0,5.0,6.0,0.0,8.0,9.0,10.0,0.0,12.0,0.0, ,0.0,1.0,3.0, 
2025,10401,1,4,1,10401,AMAZONAS,CONDORCANQUI,NIEVA,1,1,2,GONZALO PUERTA,100, , , ,41, , , , , ,WWW.FACEBOOK.COM/MPCONDORCANQUI,MPCCONDOR@MUNICONDORCANQUI.GOB.PE,WWW.GOB.PE/MUNICONDORCANQUI,HERMOGENES,LOZANO,TRIGOSO,2.0,987200996, ,1.0,1.0,1,0,1.0,1,0,2.0, , ,1.0,2,1,1.0,1,0,2.0, , ,1.0,1,0,1.0,1,0,2.0, , ,2.0, , , ,1.0,1.0,2,0,1.0,0,1,1.0,1,0,2.0, , ,2.0, , ,2.0, , ,1.0,1,0,2.0, , , ,1.0,2.0, ,2.0, ,1.0,2.0, ,2.0, ,2.0, ,2.0, ,1.0,6,1.0,91,1.0,20,1.0,1,1.0,2,2.0, , ,120.0,1.0,1.0,120,4,1.0,1.0,1,1.0,2,1.0,3,1.0,70,1.0,3,2.0, , ,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,12.0,0.0, ,0.0,1.0,1.0,WWW.TRANSPARENCIA.GOB.PE/ENLACES/PTE_TRANSPARENCIA_ENLACES.ASPX?ID_ENTIDAD=11820#.Y8FVHHZBXD9
